Marca temporal,¿Qué herramienta estás evaluando?,1. La herramienta fue fácil de usar,"2. Si tuviste dificultades al usar la herramienta, explica qué aspectos fueron complicados.",3. La herramienta me pareció innecesariamente compleja.,"4. Si consideras que la herramienta fue compleja, describe qué elementos fueron confusos.",5. Encontró inconsistencias en el funcionamiento de la herramienta.,"6. Describe qué inconsistencias encontraste (por ejemplo: botones que no funcionan, instrucciones poco claras, errores en el juego, etc.).",7. Las actividades del juego me ayudaron a comprender mejor el contenido en inglés.,8. Explica por qué consideras que el juego ayudó o no ayudó a tu aprendizaje.,9. El uso del juego hizo que la actividad fuera más interesante que una actividad tradicional de clase.,10. Explica qué aspectos hicieron la actividad más interesante o menos interesante.,11. El juego facilitó mi participación durante la actividad.,12. Explica cómo influyó el juego en tu participación.,13. ¿Qué aspectos de la herramienta te ayudaron más a aprender inglés?,14. ¿Qué dificultades o problemas encontraste al utilizar la herramienta?,"15. Si pudieras mejorar estas herramientas para aprender inglés, ¿Qué cambios realizarías?",¿Qué herramienta estás evaluando? 2,1. La herramienta fue fácil de usar 2,"2. Si tuviste dificultades al usar la herramienta, explica qué aspectos fueron complicados. 2",3. La herramienta me pareció innecesariamente compleja. 2,"4. Si consideras que la herramienta fue compleja, describe qué elementos fueron confusos. 2",5. Encontré inconsistencias en el funcionamiento de la herramienta.,"6. Describe qué inconsistencias encontraste (por ejemplo: botones que no funcionan, instrucciones poco claras, errores en el juego, etc.). 2",7. Las actividades del juego me ayudaron a comprender mejor el contenido en inglés. 2,8. Explica por qué consideras que el juego ayudó o no ayudó a tu aprendizaje. 2,9. El uso del juego hizo que la actividad fuera más interesante que una actividad tradicional de clase. 2,10. Explica qué aspectos hicieron la actividad más interesante o menos interesante. 2,11. El juego facilitó mi participación durante la actividad. 2,12. Explica cómo influyó el juego en tu participación. 2,13. ¿Qué aspectos de la herramienta te ayudaron más a aprender inglés? 2,14. ¿Qué dificultades o problemas encontraste al utilizar la herramienta? 2,"15. Si pudieras mejorar estas herramientas para aprender inglés, ¿Qué cambios realizarías? 2",¿Qué herramienta estás evaluando? 3,1. La herramienta fue fácil de usar 3,"2. Si tuviste dificultades al usar la herramienta, explica qué aspectos fueron complicados. 3",3. La herramienta me pareció innecesariamente compleja. 3,"4. Si consideras que la herramienta fue compleja, describe qué elementos fueron confusos. 3",5. Encontré inconsistencias en el funcionamiento de la herramienta. 2,"6. Describe qué inconsistencias encontraste (por ejemplo: botones que no funcionan, instrucciones poco claras, errores en el juego, etc.). 3",7. Las actividades del juego me ayudaron a comprender mejor el contenido en inglés. 3,8. Explica por qué consideras que el juego ayudó o no ayudó a tu aprendizaje. 3,9. El uso del juego hizo que la actividad fuera más interesante que una actividad tradicional de clase. 3,10. Explica qué aspectos hicieron la actividad más interesante o menos interesante. 3,11. El juego facilitó mi participación durante la actividad. 3,12. Explica cómo influyó el juego en tu participación. 3,13. ¿Qué aspectos de la herramienta te ayudaron más a aprender inglés? 3,14. ¿Qué dificultades o problemas encontraste al utilizar la herramienta? 3,"15. Si pudieras mejorar estas herramientas para aprender inglés, ¿Qué cambios realizarías? 3"
2026-04-20 10:25:36.997,Duolingo,5,No muy fácil,2,No fue compleja,5,No saber inglés,4,Por qué lo hace más entretenido,5,Los juegos,5,Me entretuvo,Los juegos,Ninguna,Nada,Duolingo,5,Ninguna,5,Ninguna,5,Ninguna,5,Me ayudó,5,Más interesante,5,Me entretuvo,Los juegos,Ninguno,Ninguno,British Council Games,2,Un poco difícil manejar,4,Todo,2,Instrucciones poco claras,3,Un poco,3,Las imágenes,4,Mucho,Los juegos y imágenes,Instrucciones no muy claras,Que mejoren las instrucciones
2026-04-20 10:27:07.681,Duolingo,5,No tuvo ningún aspecto complicado,3,No fue compleja,5,No encontré nada de eso,2,Si me ayudo,1,Sus actividades múltiples,3,Influyó mucho,Sus actividades,Ninguna,Ninguna,Duolingo,1,No tuve dificultades,2,No fue confuso,3,No encontré eso,2,Me ayudo,2,Muchos aspectos,2,Influyó mucho,Muchos aspectos,Ninguna,Ninguna,Duolingo,2,No tuve dificultades,2,No fue complejo,5,No encontré eso,4,Me ayudo mucho,2,Muchos aspectos,2,Influyó mucho,Muchas herramientas,No tuve dificultades,Ninguna
2026-04-20 10:33:09.434,Duolingo,5,En mi experiencia al usar Duolingo no tuve ninguna dificultad.,1,"Para mí, nada fue confuso, todo se entendió",1,No encontré ninguna,5,Me ayuda a identificar las cosas y la pronunciación,5,"Qué tuviera imágenes referente a lo que estaba explicando y qué te ayudará, a saber cómo se pronuncia cada cosa.",5,Incluyó en hacerme preguntas básicas de cómo estoy en el idioma que quería y darme una escala de cuánto tiempo quiero usar la aplicación y ante todo las imágenes haciendo referencia a lo que están enseñando,Como mencioné las imágenes,Ninguna todo se entiendo,Me gusta como es pero si cambiar algo fuera que enseñara un poco de oraciones más complejas,Grammar Ninja,5,Ninguna,1,Ninguna elemento fue confusos,1,No encontré ninguno,5,Había imágenes y había el sonido de cómo se pronuncia la oración o la palabra,4,Imágenes y que hubiera situaciones reales para poder entender,3,Me hubiera gustado un poco más de explicación al iniciar el juego,"Me ayudaron, escuchar, como se pronuncia los textos",No hubiera suficiente información antes de comenzar la actividad,Para una persona que quiera aprender básico y no sepa nada un poco más de información para que entienda mejor,British Council Games,5,Ninguna dificultad,1,"Todo fue claro, nada confuso",1,No encontré nada,4,Por qué tiene variedad de actividades?,4,"Igual como lo mencioné, completar oraciones más complejas me gustó",4,Me gustó porque explique muy bien,Todos me ayudaron,Ninguna,Para mi punto de vista está bien
2026-04-20 10:34:14.019,Duolingo,5,ninguno,1,ninguno,5,ninguna,5,por lo visual,5,la dinamica,5,la dinamica,la repetición,ninguna,mas vocabulario,Grammar Ninja,5,ninguna,1,ninguna,1,ninguna,5,verbos,5,las oraciones,5,el juego,vocabulario,ninguna,mas vocabulario,British Council Games,5,ninguna,1,ninguna,5,ninguna,5,ninguna,5,la animacion,4,colorido,lo colorido que es,ninguna,ninguna
2026-04-20 10:36:11.213,Duolingo,5,No tuve dificultad,1,No fue confuso ningún elemento,2,Lag en el server y tiempo de espera,4,"El juego ayuda debido a que es interactivo y te mantiene atento a todos los detalles, haciendo que te concentres en todo y retengas mejor la información",4,Volver la clase interactiva,4,Me mantuvo más pegado a la clase,La interactividad del sistema y el uso de elementos didácticos para mantenerte activo,Ninguno,Ninguno,Grammar Ninja,4,Un poco la interfaz de la página,1,No fue compleja,2,Botones con un poco de retraso,4,Ayudo debido a que hace entretenido y te mantiene atento.,4,Los juegos interactivos e ilustraciones gráficas que tiene,5,"En mi concentración y actividad participando, se volvió divertido",Los elementos visuales,Ninguno,Ninguno,British Council Games,4,Se necesita un poco más de conocimiento de inglés,2,"No fue confuso, fue un poco más compleja que los otros",1,Ninguno,4,Ayudo ya que es una nueva forma y llama la atención del estudiante,4,Volviendo más interactivo el aprendizaje,4,Haciendolo entretenido,Que sea una herramienta virtual y relativamente facil de entender,Ninguno,"La interfaz, añadir más elementos visuales"
2026-04-20 10:36:13.893,Duolingo,5,Algunas no estoy familiarizada,3,No sabía donde apretar para continuar,4,Los juegos estaban inconsistentes,3,Es muy intuitiva,5,Me gustaron mucho los juegos,5,Me ayuda a aprender más,El juego me gustó muchísimo,Algunas al momento de iniciar,Más intuitiva para gente más adulta,Grammar Ninja,5,No tuve dificultades,1,No me pareció compleja,2,Solo en algunos botones se trababan en mi celular,5,Me ayudó muchísimo porque los phrasal verbs no los entendía,5,Los juegos,5,Aprendí más y me dio más confianza,Los ejercicios,No encontré ninguno,Más ilustraciones,British Council Games,5,No tuve problemas,1,No fue confusa,1,"No, está perfecta la aplicación",5,Me ayuda mucho con mi vocabulario,5,La dificultad,5,Los juegos me dan más confianza para participar,La interfaz tan fácil de usar,No encontré ninguna,Mayor variedad de ejercicios
2026-04-20 10:39:34.419,Duolingo,1,Al momento de traducir o hablar palabras o diálogos difíciles en ingles,3,La traducción,3,Por ahora no encontré,1,Me ayudó bastante ya q es una práctica entretenida y dinámica,4,Todos los aspectos,1,Influyó en mi aprendizaje,La dinámica que hay al interactuar en el juego,Ahora ahora ninguna dificultad ni problema,Aplicaría más dinámicas,Duolingo,1,No tuve complicaciones,1,Fueron complejos algunos métodos de aprendizaje,2,Todo en orden,1,"Ayudo porq es una manera práctica, interesante y entretenida de aprender",1,Las dinámicas,2,Influyó mucho en mi participación,Muchos aspectos,No encontré problemas,Aplicaría más métodos de estudio,Duolingo,1,Ningún aspecto,1,Ningún aspecto fue confuso,4,Todo en orden,1,El juego ayudo gracias a su dinámica q lo hacen entretenido e interesante,1,Sus dinámicas,1,Fluyo de manera positiva,Las múltiples dinámicas del juego,Algunos q otros errores de programación,Aplicaría más dinámicas de aprendizaje
2026-04-20 10:40:11.095,Duolingo,5,"No, es fácil de usar y aprender",1,Ninguno,1,Ninguna,5,Por qué es mucho más completo porque ayuda lo que es con la lectura como también en la escritura es muy util,5,Al utilizarlas ayudan al aprendizaje,5,Ayuda a comprender más,Todas ayudan porque son muy similares centradas en aprendizaje visual como en las prácticas,Ninguna,Me parecen que tienen lo necesario,Grammar Ninja,5,Ninguna,1,Es clara y concreta,1,Ninguna,5,Pues me ayudó a comprender más lo verbos compuestos,5,Ya que plantea juegos de empareja verbos y construir oraciones,5,A comprender mejor todo,Me ayudó a emparejar mejor los verbos compuestos,Ninguna,Ninguna,British Council Games,5,Ninguna,1,Ninguna,1,Ninguna,5,Ayuda en el aprendizaje un poco más rápido ya que ayuda en el vocabulario gracias al contenido visual también,5,"Ayuda en la gramática, ortografía y vocabulario",5,Comprensión más clara y precisa,La facilidad de comprender gracias al contenido visual es un kit rápido de aprendizaje,Ninguna,Me parece que todo está claro
2026-04-20 10:41:15.170,Grammar Ninja,3,"Je
D",3,Ybs,3,Bsjd,2,Jsjz,2,Nsjs,3,Yeys,"Hsh
Sd",Sbd,Bwhd,Duolingo,2,Bsbs,1,Bsbs,2,Dbz,4,Hsu,3,Bsu,2,Bejd,Jsjjs,Bns,Hshs,Grammar Ninja,3,Hdjd,2,Jbsjd,2,Sbd,3,Vwhd,2,Bsjd,3,Hsjd,Bdj,Bqjs,Hdbs
2026-04-20 10:47:54.836,Duolingo,3,Ninguna,3,No,1,Ninguna,4,"Si ayudó, facilito el aprendizaje ya que no se centra en una enseñanza típica aburrida, en cambio busca enseñar de forma más divertida lo que ayuda al aprendizaje en mi caso en particular",5,La forma en la que incluye elementos como si fuera un juego,4,Simplemente me gustan los juegos por lo que aplicaciones de este estilo suelen llamar mi atención,El sistema tipo juego que tiene,Ninguno,"Re diseño de gráficos, no son un estilo que me mantenga enganchado",Grammar Ninja,5,No,1,No,1,Ninguna,3,"Poco, algunas imágenes no son muy explicativas",5,Su diseño tipo juego de preguntas,5,Me gusta su tipo de diseño,El hecho que al seleccionar una respuesta dice su pronunciación,Las imágenes utilizadas no son muy explicitas,Imágenes mas explicativas y una descripción de las frases,British Council Games,4,No es muy intuitiva,3,No,1,Ninguno,5,"Tiene distintos niveles de dificultad y varios modos, hace sencillo escoger uno para iniciar",5,Su diseño,4,Por el puntaje del ranking,Sus distintos modos,Ninguno,Agregar y mejorar los elementos que motiven a los usuarios a utilizar esta herramienta
2026-04-20 10:48:17.673,Duolingo,5,No tuve dificultades,1,No fue compleja,1,No hubo inconsistencias,5,Te ayuda a recordar el vocabulario,5,Las diferentes actividades,5,Las respuestas son interactivas,Creo que la insistencia en el vocabulario,Ninguno,Implementará más gramática,Grammar Ninja,4,No,2,No tan confuso,4,No,4,Si ayudo,4,Interactiva,5,Interactivo,Su interactividad,Ninguno,Lectura,British Council Games,5,Ninguno,2,Fue fácil,1,Ninguna,5,Todo me ayudó,5,Interactividad,5,En estar atenta para participar,Todo,Ninguno,Vocabulario
2026-04-20 10:50:01.281,Duolingo,5,"Ninguna, buena metodología de estudio",2,Ninguno,2,"Ninguna, aplicación actualizada al día",4,Ayuda a empezar desde 0 e ir escalando el nivel,5,Actividades interactivas y dinámicas,4,Aprender de forma paulatina,Corrección de palabras mal elegidas,No conocer algunas palabras en inglés,"Ninguna, ofrece un aprendizaje constante",Grammar Ninja,5,Ninguna,2,No existe problema con usar la aplicación,2,"Ninguna, aplicación al día con fallas",4,Aprender sobre inglés de una forma formal y motiva a buscar traducciones del idioma,4,Es más dinámico y entretenido,5,Ayuda a aprender de mejor manera,"La ayuda para aprender sobre los elementos en una oración, como verbo, sustantivo, adverbio, etc.",Ninguna,Ningún cambio,British Council Games,4,Ninguna,2,No es nada compleja,2,Todo funciona correctamente,4,"Ayudó, es fácil de usar y entretenida para menores en aprendizaje del idioma.",4,Es interesante por el dinamismo de su plataforma,4,Aprender de buena manera y saber hablar en inglés de a poco,La manera en elegir varios tipos de actividades,Ninguna dificultad,"Tienes varias opciones de aprendizaje, no hay cambios que aportar."
2026-04-20 10:51:03.327,Duolingo,5,"No tuve problemas, es conocida y su interfaz de usuario es muy fácil de entender",1,No fue compleja,1,Nop,5,Ayudó gracias q que es muy interactiva y puede ayudar gracias. Al aparte que te ayude acon la pronunciación adecuada,2,En clase se puede intercambiar más y te fuerza a hablar de manera más brusca,5,Se puede interactuar mucho con la app,La parte de los audios,Ninguna,La improvisación ante escenarios aleatorios ya sea Comoras o como responderías si alguien te pregunta un a dirección,Grammar Ninja,5,No hubo problema,1,No fue compleja,1,No hubo problemas,5,Ayuda gracias. Las actividades y que puedes responder antes diferentes situaciones,1,La parte de solo responder no me párese tan interactiva,3,Fue normal,Los juegos,"No encontré problemas, podría ser la dificultad","No tengo recomendaciones, solos ue sea más interactiva",British Council Games,3,Es nueva y no tiene tanta facilidad de usar la interfaz,4,Es diferente a las demás aplicaciones,1,No hubo inconsistencias,4,El responder y hacer actividades ayuda a entender mejor el idioma,1,"En clase es más interactivo, aquí solo respondo preguntas",5,Fue fácil aprender,Responder preguntas,La interfaz no es tan clara,Que sea más interactiva y más fácil la interfaz
2026-04-20 10:51:37.753,Duolingo,5,No,5,No,5,Botones que no funcionan,5,Ayudó porque fué interesante,5,Que el juego sea llamativo,5,De manera positiva,Duolingo,Ninguna,"Nada, todo está bien",Grammar Ninja,5,No,5,No fué compleja,5,Botones que no funcionan,5,Ayudo porque es interesante,5,Que el juego sea llamativo,5,Me hizo más activo en la práctica de inglés,Que sea con internet,Ninguna,Ninguna,British Council Games,5,No dificultades,5,No fué complejo,5,Botones que no funcionan,5,Ayudo porque mejore mi inglés,5,Que sea interactivo el juego,5,Ayudó con mi nivel de inglés,Que fué internet,Ninguna,Ninguno
2026-04-20 10:54:21.727,Duolingo,1,El vocabulario,3,"No fue confuso, tiene imágenes ya que ayudan a su entendimiento",2,Todo funcional,5,Porque apoya el entendimiento activo,5,"Interactiva, varios juegos",5,De manera que hay participaciones activa,Su fácil uso,No tuve inconvenientes,Que haya mayor cantidad de vocabulario,Grammar Ninja,5,Un poco que no comprendía que hacer,4,Únicamente los botones,1,No encontré,5,El juego ayudó ya que me permite a estar activa para poner atención y aprender,5,Las imágenes,5,Su facilidad de entendimiento y la participación activa,Imágenes,Ninguno,No cambiaría,British Council Games,5,No tuve dificultades,1,No fue confuso,1,No encontré inconsistencia,5,Participación activa,5,Porque hacía preguntas,5,Mejorar la atención al jugar,Todos,No tuve inconsistencias,Que hayan más imágenes
2026-04-20 10:54:39.235,Duolingo,5,No tuve dificultades,1,No tiene elementos confusos,1,No tuve inconsistencias con la herramienta,5,Es interactiva,5,Se gana energía cuando aciertas,5,Es interactivo,Fácil de manejar,No tuve problemas al utilizar la herramienta,Que el vocabulario sea respecto al nivel de idioma que se quiera aprender,Grammar Ninja,5,No fue complicado,1,No es confusa,1,No tuve inconsistencias,5,Me ayudó a aprender los verbos fraciales a través de imágenes,4,Qué es esa manera de juego y que hay imágenes para poder entender,5,Fácil de entender el juego y aprender nuevos verbos,Qué se entiende a través de imágenes?,Ninguno,No tengo cambios que realizar,British Council Games,3,No tuve dificultades,2,No fueron confusos,1,No tengo inconsistencia sobre el juego,4,Es interactiva a manera de juego,4,Se me hizo menos interesante porque son preguntas,4,Leer y prestar atención para no equivocarse durante el juego,Fácil de entender,Ninguno,No realizaría ningún cambio
2026-04-20 10:54:55.649,Duolingo,5,no tuve ningún problema,2,no tuve problema,1,nada,3,si me ayuda bastante pero es muy sencillo,2,lo sencillo que es,5,"me hizo querer aprender más y fue divertido, aún debo ir mejorando",los aspectos de solución ( tienen varias opciones ) y también el listening,"que es sencillo cuando quieres aprender más, uno necesita ir subiendo de nivel como va avanzando",que se tomé lecciones para poder ir avanzando de nivel y ya no estar en un nivel bigginer,Grammar Ninja,2,no me gustó,3,porque no se pone bien la escritura,1,error de juego,3,"no me gustó el juego, no lo entiendo como tal",1,no me llamó la atención,2,solo hacerlo por obligación,ninguna,no me gustó,todo,British Council Games,3,.,3,.,3,.,3,.,3,.,3,.,.,.,.
2026-04-20 10:56:15.394,Duolingo,4,No fue complicado,1,No fue complejo,1,No encontré,5,Es efectivo,5,Los juegos de completar,5,Fue creativo,Los dibujos,La pronunciación,No haría nada,Grammar Ninja,5,No estuvo complicado,1,No fue complejo,1,Me funcionó bien,5,Fue creativo,5,Por las dinámicas,5,Fue creativo,La pronunciación,Ninguna,No haría cambio,British Council Games,5,No,1,No fue complicado,1,Ninguna,5,Fue didáctica,5,Visualmente aprendí mejor,5,Fue creativo,Los dibujos,Ninguna,Ninguna
2026-04-20 10:57:34.901,Duolingo,5,Ninguno,1,La verdad ninguno,1,Nada,5,Los juegos desarrollan el interés por aprender,5,El hecho de los diálogos,5,Me hizo dialogar más,El escribir y hablar lo que uno escucha,Ninguno,Creo que nada,Grammar Ninja,4,No mucho,1,Ninguno,2,Nada,5,Ayudo ya que motivó a aprender el idioma,4,.,5,.,.,Ninguno,Nada,British Council Games,4,No tuve problemas,2,Ninguno,2,La verdad no,4,Motiva a usar recursos y buscar ideas,4,Todo en general,4,.,Todos,Ninguno,Casi nada
2026-04-20 10:58:16.424,Duolingo,4,Ninguno,1,Ninguno,1,Ninguno,5,Ninguno,1,Ninguno,1,Más interactivo,Los audios,Ninguno,Más vocabulario,Grammar Ninja,1,Ingresar,1,El uso,1,Instrucciones poco claras,1,No ayuda. El manejo es confuso,1,Ninguno,1,Poco interactivo,Ninguno,Instrucciones no claras,Instrucciones más claras,British Council Games,3,Pocas interactivo,5,Ninguno,3,Errores en el juego,1,Poco interaction,1,Poco interactivo,1,Poco interactivo,El vocabulario,Ninguno,Mejor interactuar
2026-04-20 11:05:10.054,Duolingo,2,Learning,2,Verbs,2,Errores en el juego,4,Por su método,5,Sus ejemplos,4,Influyó positivamente en mi aprendizaje,Sus repeticiones,Lentitud,Más dinámicas,Grammar Ninja,1,Learning,2,Verbs,4,Botones no funcionan,5,Su método,4,Sus deberes,5,Influyó de una manera sastifactoria,Sus lecciones,Momentos no cargaba,Cambiara sus lecciones,British Council Games,4,Learning,5,Los verbos,4,Errores,5,No ayudó,3,Sus lecciones,2,Positivamente,Sus lecciones,Lentitud,Su método
2026-04-20 11:08:21.983,Duolingo,5,Ninguno es muy práctica,4,Ninguna,1,Ninguna,3,Siento es que muy fácil el grammar,5,Didáctico como acumular puntos,4,Aprendí de ciertos desaciertos,Estructuras,Ninguno,Que tuviera más grammar sobre áreas técnicas,Grammar Ninja,3,Tuve problemas para entender algunas instrucciones y no siempre me quedaba claro cómo avanzar. Creo que sería útil que las explicaciones sean un poco más claras.,4,Algunas opciones no estaban claras y me costó saber qué hacer después.,4,Encontré botones que no funcionaban correctamente y las instrucciones a veces eran confusas.,3,"El juego me ayudó a practicar de manera divertida, pero algunas partes fueron confusas, lo que dificultó mi aprendizaje en algunas áre",3,"La actividad fue más interesante cuando había desafíos y recompensas, pero se volvió menos interesante cuando las instrucciones eran poco claras o repetitivas.",4,"El juego me motivó a participar más, pero cuando había dificultades o confusión, perdía el interés y me costaba seguir jugando.",Las lecciones interactivas y los ejercicios práctico,Algunos botones que no funcionaban,Mejoraría las instrucciones para que sean más claras y añadiría más ejemplos prácticos para facilitar la comprensió,British Council Games,3,"Tuve algunas dificultades al inicio para entender cómo avanzar entre las actividades, ya que la navegación no era muy intuitiva",3,"Algunos menús no eran claros y no siempre se entendía qué hacer en cada actividad. Además, la forma de acceder a los juegos o cambiar de nivel podría ser más sencilla.",3,"En algunas ocasiones los botones no respondían de inmediato o tardaban en cargar, y ciertas instrucciones no coincidían con lo que se debía hacer en el juego, lo que generaba confusión",3,Lecciones interactivas pero tenía confusión de cómo usar,4,Recompensas,3,Entendí lo que iba respondiendo,Lecciones,Botones en demorar responder,Más. Explicación
